temperature,humidity,rainfall,wind_speed,season,risk_level,disease_name,pest_name
24.22,81.34,252.97,24.67,Summer,High,Blight,Powdery Mildew
39.43,78.87,167.79,0.46,Monsoon,High,Leaf Spot,Stem Borer
24.05,92.9,207.7,0.52,Summer,High,Blight,Powdery Mildew
29.61,89.14,90.02,14.06,Winter,Medium,Aphids,Powdery Mildew
30.78,41.6,231.66,5.9,Summer,Low,,Stem Borer
34.74,93.85,18.53,8.68,Monsoon,Low,,Aphids
23.76,87.91,142.99,17.61,Monsoon,High,Leaf Spot,Powdery Mildew
30.14,81.23,126.89,21.38,Monsoon,Medium,Aphids,Powdery Mildew
27.25,84.04,240.57,0.23,Monsoon,High,Leaf Spot,Powdery Mildew
39.38,42.42,74.1,2.4,Monsoon,Low,,Healthy
36.36,75.12,255.07,6.83,Summer,High,Leaf Spot,Stem Borer
28.77,64.18,191.99,8.83,Monsoon,Medium,Aphids,Stem Borer
29.33,54.03,94.04,19.89,Summer,Medium,Armyworm,Stem Borer
25.2,78.79,223.51,5.45,Summer,High,Leaf Spot,Stem Borer
39.67,55.8,1.29,11.01,Winter,Low,,Aphids
20.87,60.66,2.74,8.46,Summer,Medium,Aphids,Whitefly
25.39,64.97,180.74,2.95,Winter,Medium,Aphids,Stem Borer
31.7,86.14,252.79,17.95,Summer,High,Leaf Spot,Powdery Mildew
37.99,75.21,107.96,16.73,Summer,Medium,Aphids,Stem Borer
35.42,71.65,190.84,19.3,Monsoon,Medium,Aphids,Stem Borer
30.11,88.41,298.97,7.98,Winter,High,Blight,Powdery Mildew
30.46,61.61,93.31,11.23,Monsoon,Medium,Aphids,Stem Borer
22.84,45.49,16.16,11.06,Winter,Low,,Healthy
33.34,41.51,91.63,16.68,Monsoon,Medium,Armyworm,Stem Borer
25.85,46.09,225.92,13.31,Summer,Low,,Stem Borer
23.19,43.24,131.13,14.91,Summer,Medium,Aphids,Stem Borer
33.39,90.59,232.82,13.92,Monsoon,High,Leaf Spot,Powdery Mildew
29.72,88.15,3.72,21.75,Monsoon,Low,,Healthy
24.88,54.78,248.06,16.76,Winter,Low,,Stem Borer
32.28,79.34,133.25,20.29,Summer,Medium,Aphids,Stem Borer
31.11,90.3,205.14,20.18,Winter,High,Blight,Powdery Mildew
20.86,75.6,218.8,18.6,Monsoon,High,Blight,Stem Borer
28.07,41.89,177.71,23.49,Winter,Low,,Stem Borer
34.03,67.3,92.79,21.16,Winter,Medium,Aphids,Stem Borer
23.08,60.77,299.05,20.19,Winter,Medium,Aphids,Stem Borer
22.53,73.41,35.72,23.42,Winter,Medium,Aphids,Whitefly
26.33,74.16,208.62,19.21,Winter,Medium,Armyworm,Stem Borer
29.02,60.26,208.61,10.94,Summer,Medium,Aphids,Stem Borer
39.42,86.24,141.59,22.32,Summer,High,Blight,Powdery Mildew
21.27,86.47,274.1,3.8,Winter,High,Blight,Powdery Mildew
34.69,52.07,182.71,23.42,Summer,Low,,Stem Borer
36.57,88.95,190.58,24.69,Summer,High,Blight,Powdery Mildew
24.3,75.05,222.18,10.63,Summer,High,Leaf Spot,Stem Borer
24.54,88.59,140.78,21.33,Monsoon,High,Blight,Powdery Mildew
33.8,87.82,50.62,10.11,Summer,Low,,Healthy
23.73,41.35,1.86,5.92,Winter,Low,,Healthy
30.22,89.85,111.24,2.39,Summer,Medium,Armyworm,Powdery Mildew
26.91,45.42,193.45,20.2,Summer,Low,,Stem Borer
27.95,90.95,186.61,24.14,Winter,High,Blight,Powdery Mildew
27.82,42.82,150.24,23.0,Monsoon,Low,,Stem Borer
27.99,56.96,126.88,7.4,Winter,Medium,Armyworm,Stem Borer
37.14,50.26,266.11,2.1,Winter,Low,,Stem Borer
25.01,86.28,163.37,6.56,Summer,High,Blight,Powdery Mildew
30.43,89.39,247.52,17.02,Summer,High,Leaf Spot,Powdery Mildew
23.95,50.23,269.52,13.54,Summer,Low,,Stem Borer
30.97,75.16,261.62,8.83,Monsoon,High,Blight,Stem Borer
20.57,91.02,11.56,24.59,Monsoon,Low,,Healthy
38.4,45.51,297.75,18.08,Winter,Low,,Stem Borer
23.94,40.62,25.84,9.63,Winter,Low,,Healthy
26.06,42.24,294.23,24.88,Winter,Low,,Stem Borer
21.77,78.2,136.68,2.65,Winter,Medium,Armyworm,Stem Borer
36.03,74.28,253.41,13.56,Monsoon,Medium,Armyworm,Stem Borer
23.78,58.82,45.1,1.9,Summer,Low,,Healthy
34.18,89.57,284.19,15.12,Winter,High,Blight,Powdery Mildew
26.32,51.14,232.03,1.99,Summer,Low,,Stem Borer
22.22,76.05,119.05,23.84,Summer,Medium,Aphids,Stem Borer
23.99,52.52,41.43,19.14,Summer,Low,,Healthy
25.11,65.67,88.06,1.47,Summer,Medium,Armyworm,Stem Borer
25.01,69.7,129.81,10.64,Summer,Medium,Aphids,Stem Borer
25.55,93.05,145.39,0.77,Summer,High,Leaf Spot,Powdery Mildew
23.49,44.96,41.36,7.68,Summer,Low,,Healthy
37.85,84.52,274.65,18.77,Summer,High,Leaf Spot,Powdery Mildew
25.48,71.3,81.06,11.89,Monsoon,Medium,Aphids,Stem Borer
34.47,72.63,267.58,10.52,Monsoon,Medium,Aphids,Stem Borer
23.48,44.17,171.46,19.77,Summer,Low,,Stem Borer
23.79,88.56,289.38,24.94,Winter,High,Leaf Spot,Powdery Mildew
22.41,73.56,117.61,11.87,Summer,Medium,Armyworm,Stem Borer
21.79,81.88,130.7,19.87,Monsoon,Medium,Armyworm,Powdery Mildew
24.08,80.56,289.45,24.75,Winter,High,Blight,Powdery Mildew
27.77,41.72,52.21,1.32,Summer,Low,,Healthy
24.09,42.73,234.78,4.7,Winter,Low,,Stem Borer
32.47,62.23,278.26,12.19,Summer,Medium,Aphids,Stem Borer
31.24,85.95,138.62,11.7,Monsoon,Medium,Aphids,Powdery Mildew
26.61,89.29,23.74,7.27,Summer,Low,,Healthy
27.24,43.24,118.7,15.59,Summer,Medium,Aphids,Stem Borer
25.65,93.97,295.65,20.11,Monsoon,High,Leaf Spot,Powdery Mildew
30.74,53.19,98.19,2.24,Monsoon,Medium,Armyworm,Stem Borer
23.89,89.22,173.05,12.86,Monsoon,High,Leaf Spot,Powdery Mildew
23.5,94.44,8.49,12.0,Monsoon,Low,,Healthy
30.65,88.73,248.38,2.91,Winter,High,Blight,Powdery Mildew
26.83,67.72,97.34,23.43,Summer,Medium,Armyworm,Stem Borer
39.33,80.35,188.46,17.12,Summer,High,Leaf Spot,Powdery Mildew
23.4,89.7,72.53,8.81,Winter,Low,,Healthy
33.82,85.12,182.58,4.97,Monsoon,High,Leaf Spot,Powdery Mildew
38.06,87.55,294.33,14.79,Monsoon,High,Leaf Spot,Powdery Mildew
35.67,59.3,175.38,10.35,Summer,Low,,Stem Borer
21.63,57.19,78.76,18.32,Winter,Low,,Healthy
33.32,68.22,293.41,12.09,Winter,Medium,Armyworm,Stem Borer
29.79,76.23,97.76,0.21,Summer,Medium,Armyworm,Stem Borer
31.95,55.08,121.39,11.64,Winter,Medium,Aphids,Stem Borer
35.28,77.25,173.32,12.1,Winter,High,Leaf Spot,Stem Borer
35.14,45.23,272.04,13.56,Winter,Low,,Stem Borer
33.69,78.96,237.52,3.73,Summer,High,Blight,Stem Borer
34.58,40.3,12.94,10.49,Winter,Low,,Aphids
35.65,91.29,147.45,18.91,Winter,High,Leaf Spot,Powdery Mildew
29.38,67.96,4.23,8.38,Winter,Medium,Armyworm,Whitefly
36.38,53.4,220.87,10.78,Monsoon,Low,,Stem Borer
21.45,89.69,222.45,21.39,Summer,High,Leaf Spot,Powdery Mildew
28.61,71.2,161.38,2.25,Monsoon,Medium,Aphids,Stem Borer
27.58,63.18,218.35,14.67,Summer,Medium,Aphids,Stem Borer
39.16,47.26,273.11,1.86,Summer,Low,,Stem Borer
28.26,60.95,3.41,12.83,Summer,Medium,Aphids,Whitefly
36.69,64.75,289.96,18.25,Summer,Medium,Armyworm,Stem Borer
27.63,40.15,102.73,10.05,Winter,Medium,Aphids,Stem Borer
37.47,40.33,19.23,10.92,Winter,Low,,Aphids
24.81,76.65,193.22,17.52,Monsoon,High,Leaf Spot,Stem Borer
36.18,74.28,63.63,12.8,Monsoon,Medium,Armyworm,Whitefly
22.3,58.86,291.2,18.76,Summer,Low,,Stem Borer
39.76,40.2,274.91,13.88,Monsoon,Low,,Stem Borer
25.84,65.54,9.01,17.02,Summer,Medium,Aphids,Whitefly
38.82,94.26,78.67,17.27,Summer,Low,,Healthy
22.77,42.67,53.64,16.91,Winter,Low,,Healthy
25.34,51.43,208.88,23.93,Winter,Low,,Stem Borer
31.85,56.63,278.64,19.24,Winter,Low,,Stem Borer
20.05,80.61,214.9,6.82,Winter,High,Blight,Powdery Mildew
31.16,59.75,133.67,2.86,Summer,Medium,Aphids,Stem Borer
31.7,51.7,12.0,4.66,Summer,Low,,Healthy
33.13,83.34,52.57,0.86,Monsoon,Low,,Healthy
25.85,50.61,116.12,1.22,Winter,Medium,Aphids,Stem Borer
35.4,75.48,261.1,1.34,Winter,High,Leaf Spot,Stem Borer
23.52,42.83,273.33,11.95,Winter,Low,,Stem Borer
39.48,41.79,78.42,5.09,Summer,Low,,Healthy
35.53,61.48,260.54,4.77,Summer,Medium,Armyworm,Stem Borer
34.58,64.61,226.24,10.7,Summer,Medium,Aphids,Stem Borer
26.02,63.01,147.15,14.77,Monsoon,Medium,Aphids,Stem Borer
25.54,40.62,19.61,13.23,Summer,Low,,Healthy
36.61,86.7,92.75,5.59,Winter,Medium,Armyworm,Powdery Mildew
26.29,58.58,152.56,4.86,Winter,Low,,Stem Borer
31.25,83.37,32.82,5.32,Winter,Low,,Healthy
34.36,77.75,219.09,10.44,Winter,High,Leaf Spot,Stem Borer
39.57,44.91,86.86,14.36,Monsoon,Medium,Armyworm,Stem Borer
39.75,70.96,118.45,24.07,Monsoon,Medium,Aphids,Stem Borer
37.46,85.71,267.1,21.19,Winter,High,Leaf Spot,Powdery Mildew
28.37,61.34,233.65,10.54,Summer,Medium,Aphids,Stem Borer
23.92,75.3,31.0,4.3,Summer,Low,,Whitefly
38.78,51.12,269.37,11.59,Summer,Low,,Stem Borer
32.14,65.87,195.92,10.13,Monsoon,Medium,Aphids,Stem Borer
28.02,53.96,298.85,20.19,Winter,Low,,Stem Borer
24.36,87.83,172.56,20.16,Winter,High,Leaf Spot,Powdery Mildew
21.23,54.2,240.44,13.33,Summer,Low,,Stem Borer
35.19,76.83,71.41,23.92,Monsoon,Low,,Whitefly
23.64,68.12,34.61,19.29,Monsoon,Medium,Armyworm,Whitefly
29.35,52.82,138.27,12.6,Summer,Medium,Armyworm,Stem Borer
26.04,65.53,265.07,1.49,Winter,Medium,Aphids,Stem Borer
24.69,79.76,43.93,16.74,Winter,Low,,Whitefly
26.97,66.19,81.64,8.4,Winter,Medium,Aphids,Stem Borer
25.98,86.03,205.69,3.29,Winter,High,Leaf Spot,Powdery Mildew
32.32,79.21,225.04,1.8,Winter,High,Blight,Stem Borer
26.3,59.01,114.84,1.91,Winter,Medium,Armyworm,Stem Borer
30.73,79.69,47.67,1.69,Winter,Low,,Whitefly
38.66,60.36,275.25,24.07,Monsoon,Medium,Aphids,Stem Borer
32.39,76.6,217.78,5.23,Summer,High,Leaf Spot,Stem Borer
37.32,63.5,210.2,20.82,Summer,Medium,Armyworm,Stem Borer
31.56,92.02,273.73,17.91,Winter,High,Leaf Spot,Powdery Mildew
28.07,43.9,91.46,10.65,Monsoon,Medium,Aphids,Stem Borer
32.01,87.41,231.95,1.48,Winter,High,Leaf Spot,Powdery Mildew
24.26,54.36,36.22,18.16,Winter,Low,,Healthy
25.39,89.42,260.13,4.94,Summer,High,Leaf Spot,Powdery Mildew
26.01,78.85,270.01,21.12,Monsoon,High,Blight,Stem Borer
24.5,75.98,242.21,13.66,Monsoon,High,Blight,Stem Borer
29.13,76.73,135.65,4.15,Summer,Medium,Aphids,Stem Borer
23.27,92.48,53.08,18.15,Winter,Low,,Healthy
25.81,60.7,145.28,23.08,Summer,Medium,Armyworm,Stem Borer
23.5,87.16,115.4,19.91,Winter,Medium,Armyworm,Powdery Mildew
34.79,83.8,13.33,9.91,Summer,Low,,Aphids
37.3,53.82,257.74,22.06,Monsoon,Low,,Stem Borer
37.43,66.64,145.75,14.68,Winter,Medium,Armyworm,Stem Borer
20.71,84.84,142.8,5.95,Summer,High,Leaf Spot,Powdery Mildew
23.82,65.79,35.45,7.75,Monsoon,Medium,Aphids,Whitefly
30.05,73.38,107.76,23.9,Monsoon,Medium,Aphids,Stem Borer
23.16,76.35,176.04,11.23,Monsoon,High,Leaf Spot,Stem Borer
30.83,58.68,227.13,11.36,Summer,Low,,Stem Borer
23.76,48.48,54.66,19.29,Winter,Low,,Healthy
22.88,88.63,124.49,16.1,Winter,Medium,Aphids,Powdery Mildew
28.74,76.11,239.41,4.88,Monsoon,High,Blight,Stem Borer
27.86,76.52,248.96,10.29,Winter,High,Leaf Spot,Stem Borer
32.07,75.57,216.34,24.54,Monsoon,High,Leaf Spot,Stem Borer
32.35,62.16,192.17,13.66,Winter,Medium,Armyworm,Stem Borer
22.15,79.46,257.74,11.15,Winter,High,Blight,Stem Borer
37.05,65.15,136.29,13.91,Monsoon,Medium,Armyworm,Stem Borer
31.42,91.21,142.41,21.7,Monsoon,High,Blight,Powdery Mildew
33.17,73.77,281.4,16.7,Winter,Medium,Armyworm,Stem Borer
36.51,73.37,290.18,20.38,Monsoon,Medium,Aphids,Stem Borer
31.22,61.27,41.41,9.2,Monsoon,Medium,Aphids,Whitefly
21.11,94.15,96.7,13.5,Summer,Medium,Armyworm,Powdery Mildew
22.54,91.85,227.1,0.88,Summer,High,Blight,Powdery Mildew
24.84,88.0,204.5,10.8,Winter,High,Blight,Powdery Mildew
25.48,79.19,33.24,21.26,Winter,Low,,Whitefly
38.19,76.44,48.37,16.66,Monsoon,Low,,Whitefly
28.2,65.35,47.6,1.46,Summer,Medium,Aphids,Whitefly
27.49,79.0,196.52,4.25,Summer,High,Blight,Stem Borer
21.28,62.48,227.84,15.01,Monsoon,Medium,Armyworm,Stem Borer
29.3,51.7,28.37,0.7,Monsoon,Low,,Healthy
22.11,91.97,153.99,22.98,Monsoon,High,Blight,Powdery Mildew
36.9,64.95,243.98,21.0,Monsoon,Medium,Aphids,Stem Borer
20.87,90.15,267.5,21.15,Monsoon,High,Blight,Powdery Mildew
31.35,42.17,85.15,19.12,Monsoon,Medium,Armyworm,Stem Borer
25.7,67.59,0.5,21.99,Summer,Medium,Armyworm,Whitefly
39.43,51.49,94.95,1.35,Summer,Medium,Aphids,Stem Borer
36.68,52.26,231.62,23.29,Monsoon,Low,,Stem Borer
38.14,72.62,289.37,5.02,Summer,Medium,Armyworm,Stem Borer
22.64,74.45,204.56,15.32,Winter,Medium,Aphids,Stem Borer
38.17,52.19,140.47,17.97,Summer,Low,,Stem Borer
27.58,71.21,245.33,9.77,Winter,Medium,Armyworm,Stem Borer
37.08,82.91,178.87,3.83,Summer,High,Blight,Powdery Mildew
39.6,43.08,286.33,1.48,Monsoon,Low,,Stem Borer
29.91,40.29,157.53,6.74,Summer,Low,,Stem Borer
22.31,93.39,291.77,18.31,Monsoon,High,Leaf Spot,Powdery Mildew
29.81,89.95,147.72,16.88,Winter,High,Blight,Powdery Mildew
37.79,74.18,208.19,16.11,Monsoon,Medium,Armyworm,Stem Borer
39.91,89.67,191.8,3.89,Summer,High,Blight,Powdery Mildew
21.68,94.6,30.66,14.34,Monsoon,Low,,Healthy
39.69,71.26,169.52,18.74,Winter,Medium,Aphids,Stem Borer
21.55,58.53,64.88,7.75,Winter,Low,,Healthy
39.3,72.68,83.03,13.87,Summer,Medium,Aphids,Stem Borer
26.14,93.33,128.61,2.72,Summer,Medium,Aphids,Powdery Mildew
33.61,55.6,27.69,24.45,Monsoon,Low,,Aphids
29.81,61.95,296.56,9.4,Winter,Medium,Aphids,Stem Borer
27.8,83.31,55.51,12.94,Monsoon,Low,,Healthy
24.47,93.57,90.01,14.32,Summer,Medium,Aphids,Powdery Mildew
38.17,82.46,0.64,4.23,Summer,Low,,Aphids
38.99,79.26,87.13,5.58,Monsoon,Medium,Armyworm,Stem Borer
33.44,72.81,64.2,10.86,Monsoon,Medium,Armyworm,Whitefly
35.99,89.25,242.63,0.44,Winter,High,Blight,Powdery Mildew
32.41,80.4,138.08,23.96,Monsoon,Medium,Aphids,Powdery Mildew
39.52,93.86,45.0,22.35,Winter,Low,,Healthy
35.23,90.73,237.89,19.19,Summer,High,Leaf Spot,Powdery Mildew
39.12,67.23,45.68,0.55,Monsoon,Medium,Aphids,Whitefly
36.03,94.33,26.35,14.45,Winter,Low,,Aphids
36.01,65.4,87.48,11.71,Monsoon,Medium,Armyworm,Stem Borer
20.43,91.21,222.71,17.37,Monsoon,High,Blight,Powdery Mildew
32.69,86.72,258.26,21.27,Summer,High,Leaf Spot,Powdery Mildew
25.11,75.98,183.38,9.19,Monsoon,High,Leaf Spot,Stem Borer
26.54,51.43,125.2,18.9,Winter,Medium,Armyworm,Stem Borer
28.29,86.11,270.35,6.01,Monsoon,High,Blight,Powdery Mildew
26.37,90.27,205.3,8.02,Monsoon,High,Blight,Powdery Mildew
37.28,89.99,50.72,19.1,Monsoon,Low,,Healthy
37.62,65.31,286.93,19.06,Winter,Medium,Aphids,Stem Borer
24.22,43.53,3.47,11.82,Summer,Low,,Healthy
34.86,46.67,54.47,15.94,Monsoon,Low,,Healthy
38.58,50.36,102.54,5.18,Monsoon,Medium,Aphids,Stem Borer
28.47,77.81,260.84,2.92,Summer,High,Blight,Stem Borer
29.93,66.95,155.76,20.58,Summer,Medium,Aphids,Stem Borer
27.42,54.08,257.57,0.95,Summer,Low,,Stem Borer
39.97,40.62,42.48,19.84,Summer,Low,,Healthy
35.21,51.51,272.51,7.33,Summer,Low,,Stem Borer
27.95,76.18,194.63,20.54,Summer,High,Blight,Stem Borer
26.88,78.92,202.72,14.62,Summer,High,Blight,Stem Borer
28.34,77.95,72.11,10.46,Winter,Low,,Whitefly
39.12,73.9,3.7,13.52,Summer,Medium,Aphids,Aphids
39.2,62.48,94.99,11.14,Monsoon,Medium,Aphids,Stem Borer
31.24,81.23,215.02,22.25,Summer,High,Leaf Spot,Powdery Mildew
21.57,94.83,210.64,1.51,Monsoon,High,Leaf Spot,Powdery Mildew
32.43,72.41,148.39,2.74,Winter,Medium,Armyworm,Stem Borer
35.67,46.2,152.03,24.17,Winter,Low,,Stem Borer
35.21,54.92,32.21,23.36,Monsoon,Low,,Aphids
36.64,68.78,293.27,9.92,Summer,Medium,Aphids,Stem Borer
23.45,41.28,168.23,5.45,Winter,Low,,Stem Borer
39.77,80.81,171.32,3.44,Winter,High,Blight,Powdery Mildew
25.61,81.1,148.6,22.64,Summer,High,Blight,Powdery Mildew
31.14,87.8,270.47,4.21,Winter,High,Blight,Powdery Mildew
30.77,43.74,67.73,2.03,Winter,Low,,Healthy
28.35,80.04,81.33,13.09,Summer,Medium,Aphids,Stem Borer
22.51,73.08,36.64,13.6,Winter,Medium,Aphids,Whitefly
39.9,56.52,59.04,8.06,Winter,Low,,Healthy
28.64,94.94,80.3,6.56,Summer,Medium,Aphids,Stem Borer
23.25,69.57,179.13,21.6,Monsoon,Medium,Aphids,Stem Borer
30.4,84.75,270.89,0.97,Monsoon,High,Leaf Spot,Powdery Mildew
30.46,88.77,21.49,5.43,Summer,Low,,Healthy
33.8,85.7,295.27,7.13,Winter,High,Leaf Spot,Powdery Mildew
32.82,85.13,271.1,19.58,Winter,High,Leaf Spot,Powdery Mildew
27.84,75.6,268.08,11.48,Winter,High,Blight,Stem Borer
29.62,86.04,102.78,16.0,Summer,Medium,Aphids,Powdery Mildew
24.52,56.08,216.81,14.47,Summer,Low,,Stem Borer
39.45,47.33,6.88,1.29,Summer,Low,,Aphids
35.52,61.78,65.73,11.76,Winter,Medium,Aphids,Whitefly
28.68,56.99,252.43,23.68,Monsoon,Low,,Stem Borer
34.64,87.09,6.74,18.27,Monsoon,Low,,Aphids
33.89,43.35,265.86,4.21,Winter,Low,,Stem Borer
26.23,43.4,121.13,2.57,Winter,Medium,Armyworm,Stem Borer
30.94,43.38,258.67,8.92,Winter,Low,,Stem Borer
22.5,94.54,294.53,9.56,Summer,High,Leaf Spot,Powdery Mildew
27.09,70.35,189.73,3.31,Summer,Medium,Aphids,Stem Borer
20.9,47.51,51.27,7.59,Winter,Low,,Healthy
23.15,68.13,104.25,19.98,Summer,Medium,Armyworm,Stem Borer
38.44,83.55,21.97,6.62,Summer,Low,,Aphids
38.03,85.96,187.97,23.72,Summer,High,Blight,Powdery Mildew
31.93,85.46,26.95,18.52,Winter,Low,,Healthy
20.91,40.17,34.27,13.59,Summer,Low,,Healthy
20.49,92.19,193.17,1.26,Monsoon,High,Blight,Powdery Mildew
39.71,86.87,280.62,15.41,Monsoon,High,Leaf Spot,Powdery Mildew
28.9,65.87,170.62,16.97,Summer,Medium,Aphids,Stem Borer
20.74,45.42,125.24,18.12,Summer,Medium,Armyworm,Stem Borer
35.78,90.26,199.47,18.34,Monsoon,High,Leaf Spot,Powdery Mildew
20.62,79.18,32.09,5.02,Winter,Low,,Whitefly
26.6,86.46,282.69,11.12,Winter,High,Blight,Powdery Mildew
21.45,63.49,235.84,15.41,Summer,Medium,Aphids,Stem Borer
21.0,53.26,243.25,5.35,Winter,Low,,Stem Borer
38.42,94.81,225.33,11.35,Winter,High,Blight,Powdery Mildew
24.07,59.48,215.14,10.58,Winter,Low,,Stem Borer
27.17,58.29,283.49,22.14,Monsoon,Low,,Stem Borer
32.51,65.9,261.85,10.71,Monsoon,Medium,Armyworm,Stem Borer
31.51,81.28,229.11,15.24,Winter,High,Leaf Spot,Powdery Mildew
26.88,40.22,289.22,21.92,Winter,Low,,Stem Borer
32.51,92.49,48.9,1.79,Summer,Low,,Healthy
25.78,82.97,171.15,15.93,Winter,High,Blight,Powdery Mildew
24.04,75.83,172.41,12.16,Summer,High,Leaf Spot,Stem Borer
20.08,76.26,205.03,17.97,Winter,High,Leaf Spot,Stem Borer
31.57,62.62,184.78,20.42,Winter,Medium,Aphids,Stem Borer
22.62,72.43,260.84,19.72,Winter,Medium,Armyworm,Stem Borer
25.85,77.94,210.61,9.63,Summer,High,Leaf Spot,Stem Borer
26.08,52.03,246.39,0.11,Monsoon,Low,,Stem Borer
28.86,72.7,5.07,21.92,Winter,Medium,Aphids,Whitefly
39.87,52.7,57.13,23.14,Monsoon,Low,,Healthy
24.18,84.56,145.54,4.83,Winter,High,Leaf Spot,Powdery Mildew
32.46,43.93,255.66,23.51,Winter,Low,,Stem Borer
33.43,83.36,205.88,23.51,Summer,High,Leaf Spot,Powdery Mildew
30.75,40.12,131.64,20.39,Summer,Medium,Armyworm,Stem Borer
21.82,44.59,94.62,21.31,Winter,Medium,Aphids,Stem Borer
35.46,92.8,273.28,0.07,Winter,High,Blight,Powdery Mildew
24.79,52.88,166.7,0.36,Summer,Low,,Stem Borer
33.98,89.83,292.49,5.45,Monsoon,High,Leaf Spot,Powdery Mildew
24.13,44.95,73.96,6.31,Monsoon,Low,,Healthy
35.33,83.89,219.8,15.27,Winter,High,Blight,Powdery Mildew
28.68,82.53,295.99,1.4,Monsoon,High,Leaf Spot,Powdery Mildew
26.92,90.7,258.72,1.91,Monsoon,High,Blight,Powdery Mildew
28.76,48.75,5.34,4.9,Summer,Low,,Healthy
32.68,86.58,168.69,1.6,Summer,High,Leaf Spot,Powdery Mildew
24.54,76.83,160.83,0.8,Winter,High,Leaf Spot,Stem Borer
26.24,69.48,28.35,3.46,Winter,Medium,Armyworm,Whitefly
36.93,91.0,18.57,16.51,Summer,Low,,Aphids
28.96,78.89,290.67,3.13,Monsoon,High,Leaf Spot,Stem Borer
25.82,56.15,286.54,15.01,Summer,Low,,Stem Borer
25.58,47.15,19.74,2.12,Summer,Low,,Healthy
25.66,91.65,137.36,15.24,Summer,Medium,Armyworm,Powdery Mildew
21.01,54.46,136.94,6.22,Monsoon,Medium,Aphids,Stem Borer
27.11,62.94,224.0,14.14,Winter,Medium,Aphids,Stem Borer
26.0,84.51,227.96,14.03,Summer,High,Leaf Spot,Powdery Mildew
21.07,64.94,86.31,10.46,Summer,Medium,Aphids,Stem Borer
28.23,80.65,198.8,9.22,Winter,High,Leaf Spot,Powdery Mildew
32.33,88.39,167.2,12.79,Winter,High,Blight,Powdery Mildew
39.75,77.9,211.92,19.21,Summer,High,Blight,Stem Borer
39.66,94.3,65.29,3.62,Winter,Low,,Healthy
23.49,71.91,27.22,10.01,Winter,Medium,Armyworm,Whitefly
20.12,82.18,50.17,5.04,Winter,Low,,Healthy
38.54,78.36,15.67,24.12,Monsoon,Low,,Aphids
21.74,88.12,5.75,19.22,Summer,Low,,Healthy
22.25,93.19,197.65,9.86,Winter,High,Blight,Powdery Mildew
35.76,52.89,119.25,8.06,Monsoon,Medium,Armyworm,Stem Borer
21.31,44.49,112.56,12.33,Winter,Medium,Aphids,Stem Borer
32.02,77.56,217.45,19.87,Summer,High,Leaf Spot,Stem Borer
28.83,51.04,117.67,7.87,Summer,Medium,Aphids,Stem Borer
38.84,74.74,146.7,21.69,Winter,Medium,Armyworm,Stem Borer
38.0,55.71,27.19,6.08,Monsoon,Low,,Aphids
37.31,45.17,273.25,14.05,Summer,Low,,Stem Borer
29.16,52.49,201.19,2.72,Monsoon,Low,,Stem Borer
31.41,88.72,196.76,1.1,Monsoon,High,Blight,Powdery Mildew
34.24,91.96,218.6,18.5,Winter,High,Blight,Powdery Mildew
24.38,76.46,221.92,7.95,Winter,High,Leaf Spot,Stem Borer
23.8,86.23,40.6,2.5,Summer,Low,,Healthy
25.31,46.05,121.94,6.76,Monsoon,Medium,Armyworm,Stem Borer
29.41,67.65,19.9,0.58,Winter,Medium,Armyworm,Whitefly
20.06,51.28,93.15,11.41,Winter,Medium,Armyworm,Stem Borer
33.41,89.26,116.07,6.35,Monsoon,Medium,Aphids,Powdery Mildew
35.58,83.81,226.59,8.89,Monsoon,High,Leaf Spot,Powdery Mildew
35.91,90.58,219.13,22.81,Summer,High,Leaf Spot,Powdery Mildew
22.35,42.28,173.08,12.06,Monsoon,Low,,Stem Borer
35.66,76.58,149.27,11.06,Summer,High,Blight,Stem Borer
26.91,50.08,275.32,8.22,Winter,Low,,Stem Borer
37.12,70.13,81.31,2.68,Winter,Medium,Aphids,Stem Borer
28.28,54.09,0.88,2.86,Monsoon,Low,,Healthy
33.38,75.86,169.63,0.72,Summer,High,Blight,Stem Borer
21.71,64.23,99.84,10.89,Monsoon,Medium,Aphids,Stem Borer
27.34,42.12,283.58,9.2,Summer,Low,,Stem Borer
32.84,85.33,265.24,22.27,Monsoon,High,Leaf Spot,Powdery Mildew
31.45,75.81,257.39,12.5,Summer,High,Leaf Spot,Stem Borer
38.74,51.8,73.49,15.62,Winter,Low,,Healthy
25.56,94.17,133.49,0.3,Summer,Medium,Aphids,Powdery Mildew
38.45,82.54,196.27,15.78,Winter,High,Leaf Spot,Powdery Mildew
24.59,65.19,67.94,4.32,Monsoon,Medium,Armyworm,Whitefly
34.08,60.26,256.88,2.71,Winter,Medium,Armyworm,Stem Borer
38.95,57.76,153.45,23.37,Monsoon,Low,,Stem Borer
33.18,63.48,175.35,4.14,Monsoon,Medium,Armyworm,Stem Borer
27.66,55.97,121.27,16.24,Monsoon,Medium,Aphids,Stem Borer
24.45,70.43,291.13,11.25,Winter,Medium,Armyworm,Stem Borer
22.46,49.98,204.42,6.84,Summer,Low,,Stem Borer
32.55,50.2,259.76,21.18,Summer,Low,,Stem Borer
20.82,49.5,186.28,11.47,Summer,Low,,Stem Borer
25.59,52.36,117.1,13.06,Winter,Medium,Armyworm,Stem Borer
